zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate,similar_zip,similar_data,anomaly_reason
99922,219,Alaska Power and Telephone Co,AK,Bundled,Investor Owned,0.2493886230728336,0.0,0.2869302273490872,utility_39059,0.4164417088031769,commercial rate significantly higher than average; residential rate significantly higher than average
99923,219,Alaska Power and Telephone Co,AK,Bundled,Investor Owned,0.2493886230728336,0.0,0.2869302273490872,utility_39059,0.4164417088031769,commercial rate significantly higher than average; residential rate significantly higher than average
99919,219,Alaska Power and Telephone Co,AK,Bundled,Investor Owned,0.2493886230728336,0.0,0.2869302273490872,utility_39059,0.4164417088031769,commercial rate significantly higher than average; residential rate significantly higher than average
99835,219,Alaska Power and Telephone Co,AK,Bundled,Investor Owned,0.2493886230728336,0.0,0.2869302273490872,utility_39059,0.4164417088031769,commercial rate significantly higher than average; residential rate significantly higher than average
99950,219,Alaska Power and Telephone Co,AK,Bundled,Investor Owned,0.2493886230728336,0.0,0.2869302273490872,utility_39059,0.4164417088031769,commercial rate significantly higher than average; residential rate significantly higher than average
99927,219,Alaska Power and Telephone Co,AK,Bundled,Investor Owned,0.2493886230728336,0.0,0.2869302273490872,utility_39059,0.4164417088031769,commercial rate significantly higher than average; residential rate significantly higher than average
99776,219,Alaska Power and Telephone Co,AK,Bundled,Investor Owned,0.2493886230728336,0.0,0.2869302273490872,utility_39059,0.4164417088031769,commercial rate significantly higher than average; residential rate significantly higher than average
38012,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38053,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38139,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38127,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38133,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38131,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38128,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38049,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38109,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38041,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38112,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38152,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38132,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38134,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38104,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38106,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38004,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38135,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38138,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38063,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38058,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38011,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38107,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38018,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38028,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38117,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38105,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38120,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38069,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38101,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38125,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
72338,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38002,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38119,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38118,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38023,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38114,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38122,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38115,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38111,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38019,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38126,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38103,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38015,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38108,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38141,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38017,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38016,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38116,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38187,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38186,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38184,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38181,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38159,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38157,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38150,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38151,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38055,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38054,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38167,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38166,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38161,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38163,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38168,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38083,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38088,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38130,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38147,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38071,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38145,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38148,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
37501,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38113,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38190,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38193,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38194,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38197,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38014,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38188,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38183,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38182,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38136,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38137,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38124,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
37544,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38177,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38174,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38175,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38173,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38027,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
38029,814,Entergy Arkansas LLC,TN,Bundled,Investor Owned,0.1565217391304348,0.36,0.10625,utility_39059,0.45003360509872437,commercial rate significantly higher than average; industrial rate significantly higher than average
10199,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10455,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10024,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11230,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11238,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11096,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10105,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10314,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10459,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11375,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11434,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10454,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10538,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11413,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11249,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10596,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11207,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10566,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10502,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10601,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10069,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11360,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11252,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10039,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10710,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10523,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
10036,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
11430,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.2015719364723815,0.1557681379049062,0.2615032695685023,utility_39059,0.4241025745868683,commercial rate significantly higher than average; industrial rate significantly higher than average; residential rate significantly higher than average
