zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
23313,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23316,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23443,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23404,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23408,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23482,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23483,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23429,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23422,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23389,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23412,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23419,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23440,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23441,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23398,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23399,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23396,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23345,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
23347,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10928873010717766,0.07822747137051,0.12105387062322719
54930,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54968,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54457,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54909,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53932,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54941,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54646,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53949,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53954,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53959,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54960,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53964,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53559,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54966,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53944,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53948,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53933,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54613,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54921,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54982,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53920,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54965,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54970,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53934,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53910,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53965,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53952,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54984,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53960,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53955,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54494,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53590,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54943,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53901,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53926,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53925,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53594,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54981,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53916,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53946,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53936,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54923,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53923,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53930,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53956,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
53913,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
54976,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.12425671519376666,0.09565874519817029,0.15943155283129012
56244,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56248,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56276,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56262,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56208,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56231,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56271,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56221,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56252,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56265,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56227,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56278,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56225,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56339,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56289,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56226,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56215,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56235,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56256,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56249,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56267,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
56207,155,Agralite Electric Coop,MN,Bundled,Cooperative,0.07497244995579883,0.09146867461071716,0.12351306552262091
29038,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29831,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29123,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29805,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29824,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29856,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29666,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29801,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29841,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29137,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29006,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29105,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29848,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29166,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29832,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29817,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29108,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29112,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29107,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29118,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29829,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29850,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29115,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29113,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29821,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29146,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29860,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29164,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29847,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29838,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29138,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29003,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29845,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29160,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29834,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29803,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29809,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29039,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29851,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29828,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29842,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29037,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29835,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29839,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29070,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29042,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29127,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29129,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29853,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
29804,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.11691495870296727,0.06872512083048626,0.1370453039616366
94501,207,Alameda Municipal Power,CA,Bundled,Municipal,0.17546537954370164,0,0.19967680964954046
94130,207,Alameda Municipal Power,CA,Bundled,Municipal,0.17546537954370164,0,0.19967680964954046
99772,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99559,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99754,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99747,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99552,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99778,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99620,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99684,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99585,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99783,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99752,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99662,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99769,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99784,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99748,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99756,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99760,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99632,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99581,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99785,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99745,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99604,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99554,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99739,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99730,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99650,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99576,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99753,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99750,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99590,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99558,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99761,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99765,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99763,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99563,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99666,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99771,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99770,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99758,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99742,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99749,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99665,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99589,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99630,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99602,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99655,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99578,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99658,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99651,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
99657,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.41520063433466353,0,0.5002847120991254
31707,230,Albany Utility Board,GA,Bundled,Municipal,0.1014772590792768,0,0.116121317025961
31705,230,Albany Utility Board,GA,Bundled,Municipal,0.1014772590792768,0,0.116121317025961
31701,230,Albany Utility Board,GA,Bundled,Municipal,0.1014772590792768,0,0.116121317025961
31702,230,Albany Utility Board,GA,Bundled,Municipal,0.1014772590792768,0,0.116121317025961
31703,230,Albany Utility Board,GA,Bundled,Municipal,0.1014772590792768,0,0.116121317025961
31706,230,Albany Utility Board,GA,Bundled,Municipal,0.1014772590792768,0,0.116121317025961
28001,232,City of Albemarle - (NC),NC,Bundled,Municipal,0.10593524076589404,0.08591172151680056,0.12614081729953372
28002,232,City of Albemarle - (NC),NC,Bundled,Municipal,0.10593524076589404,0.08591172151680056,0.12614081729953372
